Month,Year,State,PWSTATE,STMIN,TIPMIN
9,2014,11,23,7.5,3.75
10,2014,11,23,7.5,3.75
11,2014,11,23,7.5,3.75
12,2014,11,23,7.5,3.75
1,2015,11,23,7.5,3.75
2,2015,11,23,7.5,3.75
3,2015,11,23,7.5,3.75
4,2015,11,23,7.5,3.75
5,2015,11,23,7.5,3.75
6,2015,11,23,7.5,3.75
7,2015,11,23,7.5,3.75
8,2015,11,23,7.5,3.75
9,2015,11,23,7.5,3.75
10,2015,11,23,7.5,3.75
11,2015,11,23,7.5,3.75
12,2015,11,23,7.5,3.75
1,2016,11,23,7.5,3.75
2,2016,11,23,7.5,3.75
3,2016,11,23,7.5,3.75
4,2016,11,23,7.5,3.75
5,2016,11,23,7.5,3.75
6,2016,11,23,7.5,3.75
7,2016,11,23,7.5,3.75
8,2016,11,23,7.5,3.75
9,2016,11,23,7.5,3.75
10,2016,11,23,7.5,3.75
11,2016,11,23,7.5,3.75
12,2016,11,23,7.5,3.75
1,2017,11,23,9,5
2,2017,11,23,9,5
3,2017,11,23,9,5
4,2017,11,23,9,5
5,2017,11,23,9,5
6,2017,11,23,9,5
7,2017,11,23,9,5
8,2017,11,23,9,5
9,2017,11,23,9,5
10,2017,11,23,9,5
11,2017,11,23,9,5
12,2017,11,23,9,5
1,2018,11,23,10,5
2,2018,11,23,10,5
3,2018,11,23,10,5
4,2018,11,23,10,5
5,2018,11,23,10,5
6,2018,11,23,10,5
7,2018,11,23,10,5
8,2018,11,23,10,5
9,2018,11,23,10,5
10,2018,11,23,10,5
11,2018,11,23,10,5
12,2018,11,23,10,5
1,2019,11,23,11,5.5
2,2019,11,23,11,5.5
3,2019,11,23,11,5.5
4,2019,11,23,11,5.5
5,2019,11,23,11,5.5
6,2019,11,23,11,5.5
7,2019,11,23,11,5.5
8,2019,11,23,11,5.5
9,2019,11,23,11,5.5
10,2019,11,23,11,5.5
11,2019,11,23,11,5.5
12,2019,11,23,11,5.5
1,2020,11,23,12,6
2,2020,11,23,12,6
3,2020,11,23,12,6
4,2020,11,23,12,6
5,2020,11,23,12,6
6,2020,11,23,12,6
7,2020,11,23,12,6
8,2020,11,23,12,6
9,2020,11,23,12,6
10,2020,11,23,12,6
11,2020,11,23,12,6
12,2020,11,23,12,6
1,2021,11,23,12.1,6.05
2,2021,11,23,12.1,6.05
3,2021,11,23,12.1,6.05
4,2021,11,23,12.1,6.05
5,2021,11,23,12.1,6.05
6,2021,11,23,12.1,6.05
7,2021,11,23,12.1,6.05
8,2021,11,23,12.1,6.05
9,2021,11,23,12.1,6.05
10,2021,11,23,12.1,6.05
11,2021,11,23,12.1,6.05
12,2021,11,23,12.1,6.05
1,2022,11,23,12.25,6.125
2,2022,11,23,12.25,6.125
3,2022,11,23,12.25,6.125
4,2022,11,23,12.25,6.125
5,2022,11,23,12.25,6.125
6,2022,11,23,12.25,6.125
7,2022,11,23,12.25,6.125
8,2022,11,23,12.25,6.125
9,2022,11,23,12.25,6.125
10,2022,11,23,12.25,6.125
11,2022,11,23,12.25,6.125
12,2022,11,23,12.25,6.125
1,2023,11,23,12.5,6.25
2,2023,11,23,12.5,6.25
3,2023,11,23,12.5,6.25
4,2023,11,23,12.5,6.25
5,2023,11,23,12.5,6.25
6,2023,11,23,12.5,6.25
7,2023,11,23,12.5,6.25
8,2023,11,23,12.5,6.25
9,2023,11,23,12.5,6.25
10,2023,11,23,12.5,6.25
11,2023,11,23,12.5,6.25
12,2023,11,23,12.5,6.25
1,2024,11,23,12.75,6.375
2,2024,11,23,12.75,6.375
3,2024,11,23,12.75,6.375
4,2024,11,23,12.75,6.375
5,2024,11,23,12.75,6.375
6,2024,11,23,12.75,6.375
7,2024,11,23,12.75,6.375
8,2024,11,23,12.75,6.375
9,2024,11,23,12.75,6.375
10,2024,11,23,12.75,6.375
11,2024,11,23,12.75,6.375
12,2024,11,23,12.75,6.375
1,2025,11,23,13.05,6.525
2,2025,11,23,13.05,6.525
3,2025,11,23,13.05,6.525
4,2025,11,23,13.05,6.525
5,2025,11,23,13.05,6.525
6,2025,11,23,13.05,6.525
7,2025,11,23,13.05,6.525
8,2025,11,23,13.05,6.525
9,2025,11,23,13.05,6.525
10,2025,11,23,13.05,6.525
11,2025,11,23,13.05,6.525
12,2025,11,23,13.05,6.525
1,2026,11,23,13.35,6.675
2,2026,11,23,13.35,6.675
3,2026,11,23,13.35,6.675
4,2026,11,23,13.35,6.675
5,2026,11,23,13.35,6.675
6,2026,11,23,13.35,6.675
7,2026,11,23,13.35,6.675
8,2026,11,23,13.35,6.675
9,2026,11,23,13.35,6.675
10,2026,11,23,13.35,6.675
11,2026,11,23,13.35,6.675
12,2026,11,23,13.35,6.675
1,2027,11,23,13.65,6.825
2,2027,11,23,13.65,6.825
3,2027,11,23,13.65,6.825
4,2027,11,23,13.65,6.825
5,2027,11,23,13.65,6.825
6,2027,11,23,13.65,6.825
7,2027,11,23,13.65,6.825
8,2027,11,23,13.65,6.825
9,2027,11,23,13.65,6.825
10,2027,11,23,13.65,6.825
11,2027,11,23,13.65,6.825
12,2027,11,23,13.65,6.825
1,2028,11,23,13.95,6.975
2,2028,11,23,13.95,6.975
3,2028,11,23,13.95,6.975
4,2028,11,23,13.95,6.975
5,2028,11,23,13.95,6.975
6,2028,11,23,13.95,6.975
7,2028,11,23,13.95,6.975
8,2028,11,23,13.95,6.975
9,2028,11,23,13.95,6.975
10,2028,11,23,13.95,6.975
11,2028,11,23,13.95,6.975
12,2028,11,23,13.95,6.975
1,2029,11,23,14.25,7.125
2,2029,11,23,14.25,7.125
3,2029,11,23,14.25,7.125
4,2029,11,23,14.25,7.125
5,2029,11,23,14.25,7.125
6,2029,11,23,14.25,7.125
7,2029,11,23,14.25,7.125
8,2029,11,23,14.25,7.125
9,2029,11,23,14.25,7.125
10,2029,11,23,14.25,7.125
11,2029,11,23,14.25,7.125
12,2029,11,23,14.25,7.125
1,2009,12,33,7.25,3.2625
2,2009,12,33,7.25,3.2625
3,2009,12,33,7.25,3.2625
4,2009,12,33,7.25,3.2625
5,2009,12,33,7.25,3.2625
6,2009,12,33,7.25,3.2625
7,2009,12,33,7.25,3.2625
8,2009,12,33,7.25,3.2625
9,2009,12,33,7.25,3.2625
10,2009,12,33,7.25,3.2625
11,2009,12,33,7.25,3.2625
12,2009,12,33,7.25,3.2625
1,2010,12,33,7.25,3.2625
2,2010,12,33,7.25,3.2625
3,2010,12,33,7.25,3.2625
4,2010,12,33,7.25,3.2625
5,2010,12,33,7.25,3.2625
6,2010,12,33,7.25,3.2625
7,2010,12,33,7.25,3.2625
8,2010,12,33,7.25,3.2625
9,2010,12,33,7.25,3.2625
10,2010,12,33,7.25,3.2625
11,2010,12,33,7.25,3.2625
12,2010,12,33,7.25,3.2625
1,2011,12,33,7.25,3.2625
2,2011,12,33,7.25,3.2625
3,2011,12,33,7.25,3.2625
4,2011,12,33,7.25,3.2625
5,2011,12,33,7.25,3.2625
6,2011,12,33,7.25,3.2625
7,2011,12,33,7.25,3.2625
8,2011,12,33,7.25,3.2625
9,2011,12,33,7.25,3.2625
10,2011,12,33,7.25,3.2625
11,2011,12,33,7.25,3.2625
12,2011,12,33,7.25,3.2625
1,2012,12,33,7.25,3.2625
2,2012,12,33,7.25,3.2625
3,2012,12,33,7.25,3.2625
4,2012,12,33,7.25,3.2625
5,2012,12,33,7.25,3.2625
6,2012,12,33,7.25,3.2625
7,2012,12,33,7.25,3.2625
8,2012,12,33,7.25,3.2625
9,2012,12,33,7.25,3.2625
10,2012,12,33,7.25,3.2625
11,2012,12,33,7.25,3.2625
12,2012,12,33,7.25,3.2625
1,2013,12,33,7.25,3.2625
2,2013,12,33,7.25,3.2625
3,2013,12,33,7.25,3.2625
4,2013,12,33,7.25,3.2625
5,2013,12,33,7.25,3.2625
6,2013,12,33,7.25,3.2625
7,2013,12,33,7.25,3.2625
8,2013,12,33,7.25,3.2625
9,2013,12,33,7.25,3.2625
10,2013,12,33,7.25,3.2625
11,2013,12,33,7.25,3.2625
12,2013,12,33,7.25,3.2625
1,2014,12,33,7.25,3.2625
2,2014,12,33,7.25,3.2625
3,2014,12,33,7.25,3.2625
4,2014,12,33,7.25,3.2625
5,2014,12,33,7.25,3.2625
6,2014,12,33,7.25,3.2625
7,2014,12,33,7.25,3.2625
8,2014,12,33,7.25,3.2625
9,2014,12,33,7.25,3.2625
10,2014,12,33,7.25,3.2625
11,2014,12,33,7.25,3.2625
12,2014,12,33,7.25,3.2625
1,2015,12,33,7.25,3.2625
2,2015,12,33,7.25,3.2625
3,2015,12,33,7.25,3.2625
4,2015,12,33,7.25,3.2625
5,2015,12,33,7.25,3.2625
6,2015,12,33,7.25,3.2625
7,2015,12,33,7.25,3.2625
8,2015,12,33,7.25,3.2625
9,2015,12,33,7.25,3.2625
10,2015,12,33,7.25,3.2625
11,2015,12,33,7.25,3.2625
12,2015,12,33,7.25,3.2625
1,2016,12,33,7.25,3.2625
2,2016,12,33,7.25,3.2625
3,2016,12,33,7.25,3.2625
4,2016,12,33,7.25,3.2625
5,2016,12,33,7.25,3.2625
6,2016,12,33,7.25,3.2625
7,2016,12,33,7.25,3.2625
8,2016,12,33,7.25,3.2625
9,2016,12,33,7.25,3.2625
10,2016,12,33,7.25,3.2625
11,2016,12,33,7.25,3.2625
12,2016,12,33,7.25,3.2625
1,2017,12,33,7.25,3.2625
2,2017,12,33,7.25,3.2625
3,2017,12,33,7.25,3.2625
4,2017,12,33,7.25,3.2625
5,2017,12,33,7.25,3.2625
6,2017,12,33,7.25,3.2625
7,2017,12,33,7.25,3.2625
8,2017,12,33,7.25,3.2625
9,2017,12,33,7.25,3.2625
10,2017,12,33,7.25,3.2625
11,2017,12,33,7.25,3.2625
12,2017,12,33,7.25,3.2625
1,2018,12,33,7.25,3.2625
2,2018,12,33,7.25,3.2625
3,2018,12,33,7.25,3.2625
4,2018,12,33,7.25,3.2625
5,2018,12,33,7.25,3.2625
6,2018,12,33,7.25,3.2625
7,2018,12,33,7.25,3.2625
8,2018,12,33,7.25,3.2625
9,2018,12,33,7.25,3.2625
10,2018,12,33,7.25,3.2625
11,2018,12,33,7.25,3.2625
12,2018,12,33,7.25,3.2625
1,2019,12,33,7.25,3.2625
2,2019,12,33,7.25,3.2625
3,2019,12,33,7.25,3.2625
4,2019,12,33,7.25,3.2625
5,2019,12,33,7.25,3.2625
6,2019,12,33,7.25,3.2625
7,2019,12,33,7.25,3.2625
8,2019,12,33,7.25,3.2625
9,2019,12,33,7.25,3.2625
10,2019,12,33,7.25,3.2625
11,2019,12,33,7.25,3.2625
12,2019,12,33,7.25,3.2625
1,2020,12,33,7.25,3.2625
2,2020,12,33,7.25,3.2625
3,2020,12,33,7.25,3.2625
4,2020,12,33,7.25,3.2625
5,2020,12,33,7.25,3.2625
6,2020,12,33,7.25,3.2625
7,2020,12,33,7.25,3.2625
8,2020,12,33,7.25,3.2625
9,2020,12,33,7.25,3.2625
10,2020,12,33,7.25,3.2625
11,2020,12,33,7.25,3.2625
12,2020,12,33,7.25,3.2625
1,2021,12,33,7.25,3.2625
2,2021,12,33,7.25,3.2625
3,2021,12,33,7.25,3.2625
4,2021,12,33,7.25,3.2625
5,2021,12,33,7.25,3.2625
6,2021,12,33,7.25,3.2625
7,2021,12,33,7.25,3.2625
8,2021,12,33,7.25,3.2625
9,2021,12,33,7.25,3.2625
10,2021,12,33,7.25,3.2625
11,2021,12,33,7.25,3.2625
12,2021,12,33,7.25,3.2625
1,2022,12,33,7.25,3.2625
2,2022,12,33,7.25,3.2625
3,2022,12,33,7.25,3.2625
4,2022,12,33,7.25,3.2625
5,2022,12,33,7.25,3.2625
6,2022,12,33,7.25,3.2625
7,2022,12,33,7.25,3.2625
8,2022,12,33,7.25,3.2625
9,2022,12,33,7.25,3.2625
10,2022,12,33,7.25,3.2625
11,2022,12,33,7.25,3.2625
12,2022,12,33,7.25,3.2625
1,2023,12,33,7.25,3.2625
2,2023,12,33,7.25,3.2625
3,2023,12,33,7.25,3.2625
4,2023,12,33,7.25,3.2625
5,2023,12,33,7.25,3.2625
6,2023,12,33,7.25,3.2625
7,2023,12,33,7.25,3.2625
8,2023,12,33,7.25,3.2625
9,2023,12,33,7.25,3.2625
10,2023,12,33,7.25,3.2625
11,2023,12,33,7.25,3.2625
12,2023,12,33,7.25,3.2625
1,2024,12,33,7.25,3.2625
2,2024,12,33,7.25,3.2625
3,2024,12,33,7.25,3.2625
4,2024,12,33,7.25,3.2625
5,2024,12,33,7.25,3.2625
6,2024,12,33,7.25,3.2625
7,2024,12,33,7.25,3.2625
8,2024,12,33,7.25,3.2625
9,2024,12,33,7.25,3.2625
10,2024,12,33,7.25,3.2625
11,2024,12,33,7.25,3.2625
12,2024,12,33,7.25,3.2625
1,2025,12,33,7.25,3.2625
2,2025,12,33,7.25,3.2625
3,2025,12,33,7.25,3.2625
4,2025,12,33,7.25,3.2625
5,2025,12,33,7.25,3.2625
6,2025,12,33,7.25,3.2625
7,2025,12,33,7.25,3.2625
8,2025,12,33,7.25,3.2625
9,2025,12,33,7.25,3.2625
10,2025,12,33,7.25,3.2625
11,2025,12,33,7.25,3.2625
12,2025,12,33,7.25,3.2625
1,2026,12,33,7.25,3.2625
2,2026,12,33,7.25,3.2625
3,2026,12,33,7.25,3.2625
4,2026,12,33,7.25,3.2625
5,2026,12,33,7.25,3.2625
6,2026,12,33,7.25,3.2625
7,2026,12,33,7.25,3.2625
8,2026,12,33,7.25,3.2625
9,2026,12,33,7.25,3.2625
10,2026,12,33,7.25,3.2625
11,2026,12,33,7.25,3.2625
12,2026,12,33,7.25,3.2625
1,2027,12,33,7.25,3.2625
2,2027,12,33,7.25,3.2625
3,2027,12,33,7.25,3.2625
4,2027,12,33,7.25,3.2625
5,2027,12,33,7.25,3.2625
6,2027,12,33,7.25,3.2625
7,2027,12,33,7.25,3.2625
8,2027,12,33,7.25,3.2625
9,2027,12,33,7.25,3.2625
10,2027,12,33,7.25,3.2625
11,2027,12,33,7.25,3.2625
12,2027,12,33,7.25,3.2625
1,2028,12,33,7.25,3.2625
2,2028,12,33,7.25,3.2625
3,2028,12,33,7.25,3.2625
4,2028,12,33,7.25,3.2625
5,2028,12,33,7.25,3.2625
6,2028,12,33,7.25,3.2625
7,2028,12,33,7.25,3.2625
8,2028,12,33,7.25,3.2625
9,2028,12,33,7.25,3.2625
10,2028,12,33,7.25,3.2625
11,2028,12,33,7.25,3.2625
12,2028,12,33,7.25,3.2625
1,2029,12,33,7.25,3.2625
2,2029,12,33,7.25,3.2625
3,2029,12,33,7.25,3.2625
4,2029,12,33,7.25,3.2625
5,2029,12,33,7.25,3.2625
6,2029,12,33,7.25,3.2625
7,2029,12,33,7.25,3.2625
8,2029,12,33,7.25,3.2625
9,2029,12,33,7.25,3.2625
10,2029,12,33,7.25,3.2625
11,2029,12,33,7.25,3.2625
12,2029,12,33,7.25,3.2625
1,2009,13,50,8.06,3.9091
2,2009,13,50,8.06,3.9091
3,2009,13,50,8.06,3.9091
4,2009,13,50,8.06,3.9091
5,2009,13,50,8.06,3.9091
6,2009,13,50,8.06,3.9091
7,2009,13,50,8.06,3.9091
8,2009,13,50,8.06,3.9091
9,2009,13,50,8.06,3.9091
10,2009,13,50,8.06,3.9091
11,2009,13,50,8.06,3.9091
12,2009,13,50,8.06,3.9091
1,2010,13,50,8.06,3.9091
2,2010,13,50,8.06,3.9091
3,2010,13,50,8.06,3.9091
4,2010,13,50,8.06,3.9091
5,2010,13,50,8.06,3.9091
6,2010,13,50,8.06,3.9091
7,2010,13,50,8.06,3.9091
8,2010,13,50,8.06,3.9091
9,2010,13,50,8.06,3.9091
10,2010,13,50,8.06,3.9091
11,2010,13,50,8.06,3.9091
12,2010,13,50,8.06,3.9091
1,2011,13,50,8.15,3.95275
2,2011,13,50,8.15,3.95275
3,2011,13,50,8.15,3.95275
4,2011,13,50,8.15,3.95275
5,2011,13,50,8.15,3.95275
6,2011,13,50,8.15,3.95275
7,2011,13,50,8.15,3.95275
8,2011,13,50,8.15,3.95275
9,2011,13,50,8.15,3.95275
10,2011,13,50,8.15,3.95275
11,2011,13,50,8.15,3.95275
12,2011,13,50,8.15,3.95275
1,2012,13,50,8.46,4.1031
2,2012,13,50,8.46,4.1031
3,2012,13,50,8.46,4.1031
4,2012,13,50,8.46,4.1031
5,2012,13,50,8.46,4.1031
6,2012,13,50,8.46,4.1031
7,2012,13,50,8.46,4.1031
8,2012,13,50,8.46,4.1031
9,2012,13,50,8.46,4.1031
10,2012,13,50,8.46,4.1031
11,2012,13,50,8.46,4.1031
12,2012,13,50,8.46,4.1031
1,2013,13,50,8.6,4.171
2,2013,13,50,8.6,4.171
3,2013,13,50,8.6,4.171
4,2013,13,50,8.6,4.171
5,2013,13,50,8.6,4.171
6,2013,13,50,8.6,4.171
7,2013,13,50,8.6,4.171
8,2013,13,50,8.6,4.171
9,2013,13,50,8.6,4.171
10,2013,13,50,8.6,4.171
11,2013,13,50,8.6,4.171
12,2013,13,50,8.6,4.171
1,2014,13,50,8.73,4.23405
2,2014,13,50,8.73,4.23405
3,2014,13,50,8.73,4.23405
4,2014,13,50,8.73,4.23405
5,2014,13,50,8.73,4.23405
6,2014,13,50,8.73,4.23405
7,2014,13,50,8.73,4.23405
8,2014,13,50,8.73,4.23405
9,2014,13,50,8.73,4.23405
10,2014,13,50,8.73,4.23405
11,2014,13,50,8.73,4.23405
12,2014,13,50,8.73,4.23405
1,2015,13,50,9.15,4.575
2,2015,13,50,9.15,4.575
3,2015,13,50,9.15,4.575
4,2015,13,50,9.15,4.575
5,2015,13,50,9.15,4.575
6,2015,13,50,9.15,4.575
7,2015,13,50,9.15,4.575
8,2015,13,50,9.15,4.575
9,2015,13,50,9.15,4.575
10,2015,13,50,9.15,4.575
11,2015,13,50,9.15,4.575
12,2015,13,50,9.15,4.575
1,2016,13,50,9.6,4.8
2,2016,13,50,9.6,4.8
3,2016,13,50,9.6,4.8
4,2016,13,50,9.6,4.8
5,2016,13,50,9.6,4.8
6,2016,13,50,9.6,4.8
7,2016,13,50,9.6,4.8
8,2016,13,50,9.6,4.8
9,2016,13,50,9.6,4.8
10,2016,13,50,9.6,4.8
11,2016,13,50,9.6,4.8
12,2016,13,50,9.6,4.8
1,2017,13,50,10,5
2,2017,13,50,10,5
3,2017,13,50,10,5
4,2017,13,50,10,5
5,2017,13,50,10,5
6,2017,13,50,10,5
7,2017,13,50,10,5
8,2017,13,50,10,5
9,2017,13,50,10,5
10,2017,13,50,10,5
11,2017,13,50,10,5
12,2017,13,50,10,5
1,2018,13,50,10.5,5.25
2,2018,13,50,10.5,5.25
3,2018,13,50,10.5,5.25
4,2018,13,50,10.5,5.25
5,2018,13,50,10.5,5.25
6,2018,13,50,10.5,5.25
7,2018,13,50,10.5,5.25
8,2018,13,50,10.5,5.25
9,2018,13,50,10.5,5.25
10,2018,13,50,10.5,5.25
11,2018,13,50,10.5,5.25
12,2018,13,50,10.5,5.25
1,2019,13,50,10.77,5.385
2,2019,13,50,10.77,5.385
3,2019,13,50,10.77,5.385
4,2019,13,50,10.77,5.385
5,2019,13,50,10.77,5.385
6,2019,13,50,10.77,5.385
7,2019,13,50,10.77,5.385
8,2019,13,50,10.77,5.385
9,2019,13,50,10.77,5.385
10,2019,13,50,10.77,5.385
11,2019,13,50,10.77,5.385
12,2019,13,50,10.77,5.385
1,2020,13,50,10.96669627,5.483348135
2,2020,13,50,10.96669627,5.49
3,2020,13,50,10.96669627,5.49
4,2020,13,50,10.96669627,5.49
5,2020,13,50,10.96669627,5.49
6,2020,13,50,10.96669627,5.49
7,2020,13,50,10.96669627,5.49
8,2020,13,50,10.96669627,5.49
9,2020,13,50,10.96669627,5.49
10,2020,13,50,10.96669627,5.49
11,2020,13,50,10.96669627,5.49
12,2020,13,50,10.96669627,5.49
1,2021,13,50,11.07924119,5.539620595
2,2021,13,50,11.07924119,5.539620595
3,2021,13,50,11.07924119,5.539620595
4,2021,13,50,11.07924119,5.539620595
5,2021,13,50,11.07924119,5.539620595
6,2021,13,50,11.07924119,5.539620595
7,2021,13,50,11.07924119,5.539620595
8,2021,13,50,11.07924119,5.539620595
9,2021,13,50,11.07924119,5.539620595
10,2021,13,50,11.07924119,5.539620595
11,2021,13,50,11.07924119,5.539620595
12,2021,13,50,11.07924119,5.539620595
1,2022,13,50,11.23797928,5.618989642
2,2022,13,50,11.23797928,5.618989642
3,2022,13,50,11.23797928,5.618989642
4,2022,13,50,11.23797928,5.618989642
5,2022,13,50,11.23797928,5.618989642
6,2022,13,50,11.23797928,5.618989642
7,2022,13,50,11.23797928,5.618989642
8,2022,13,50,11.23797928,5.618989642
9,2022,13,50,11.23797928,5.618989642
10,2022,13,50,11.23797928,5.618989642
11,2022,13,50,11.23797928,5.618989642
12,2022,13,50,11.23797928,5.618989642
1,2023,13,50,11.44827187,5.724135936
2,2023,13,50,11.44827187,5.724135936
3,2023,13,50,11.44827187,5.724135936
4,2023,13,50,11.44827187,5.724135936
5,2023,13,50,11.44827187,5.724135936
6,2023,13,50,11.44827187,5.724135936
7,2023,13,50,11.44827187,5.724135936
8,2023,13,50,11.44827187,5.724135936
9,2023,13,50,11.44827187,5.724135936
10,2023,13,50,11.44827187,5.724135936
11,2023,13,50,11.44827187,5.724135936
12,2023,13,50,11.44827187,5.724135936
1,2024,13,50,11.69463545,5.847317725
2,2024,13,50,11.69463545,6.03
3,2024,13,50,11.69463545,6.03
4,2024,13,50,11.69463545,6.03
5,2024,13,50,11.69463545,6.03
6,2024,13,50,11.69463545,6.03
7,2024,13,50,11.69463545,6.03
8,2024,13,50,11.69463545,6.03
9,2024,13,50,11.69463545,6.03
10,2024,13,50,11.69463545,6.03
11,2024,13,50,11.69463545,6.03
12,2024,13,50,11.69463545,6.03
1,2025,13,50,11.95729745,5.978648727
2,2025,13,50,11.95729745,5.978648727
3,2025,13,50,11.95729745,5.978648727
4,2025,13,50,11.95729745,5.978648727
5,2025,13,50,11.95729745,5.978648727
6,2025,13,50,11.95729745,5.978648727
7,2025,13,50,11.95729745,5.978648727
8,2025,13,50,11.95729745,5.978648727
9,2025,13,50,11.95729745,5.978648727
10,2025,13,50,11.95729745,5.978648727
11,2025,13,50,11.95729745,5.978648727
12,2025,13,50,11.95729745,5.978648727
1,2026,13,50,12.22737953,6.113689766
2,2026,13,50,12.22737953,6.113689766
3,2026,13,50,12.22737953,6.113689766
4,2026,13,50,12.22737953,6.113689766
5,2026,13,50,12.22737953,6.113689766
6,2026,13,50,12.22737953,6.113689766
7,2026,13,50,12.22737953,6.113689766
8,2026,13,50,12.22737953,6.113689766
9,2026,13,50,12.22737953,6.113689766
10,2026,13,50,12.22737953,6.113689766
11,2026,13,50,12.22737953,6.113689766
12,2026,13,50,12.22737953,6.113689766
1,2027,13,50,12.49986348,6.249931741
2,2027,13,50,12.49986348,6.249931741
3,2027,13,50,12.49986348,6.249931741
4,2027,13,50,12.49986348,6.249931741
5,2027,13,50,12.49986348,6.249931741
6,2027,13,50,12.49986348,6.249931741
7,2027,13,50,12.49986348,6.249931741
8,2027,13,50,12.49986348,6.249931741
9,2027,13,50,12.49986348,6.249931741
10,2027,13,50,12.49986348,6.249931741
11,2027,13,50,12.49986348,6.249931741
12,2027,13,50,12.49986348,6.249931741
1,2028,13,50,12.77689384,6.388446918
2,2028,13,50,12.77689384,6.388446918
3,2028,13,50,12.77689384,6.388446918
4,2028,13,50,12.77689384,6.388446918
5,2028,13,50,12.77689384,6.388446918
6,2028,13,50,12.77689384,6.388446918
7,2028,13,50,12.77689384,6.388446918
8,2028,13,50,12.77689384,6.388446918
9,2028,13,50,12.77689384,6.388446918
10,2028,13,50,12.77689384,6.388446918
11,2028,13,50,12.77689384,6.388446918
12,2028,13,50,12.77689384,6.388446918
1,2029,13,50,13.05954286,6.529771429
2,2029,13,50,13.05954286,6.529771429
3,2029,13,50,13.05954286,6.529771429
4,2029,13,50,13.05954286,6.529771429
5,2029,13,50,13.05954286,6.529771429
6,2029,13,50,13.05954286,6.529771429
7,2029,13,50,13.05954286,6.529771429
8,2029,13,50,13.05954286,6.529771429
9,2029,13,50,13.05954286,6.529771429
10,2029,13,50,13.05954286,6.529771429
11,2029,13,50,13.05954286,6.529771429
12,2029,13,50,13.05954286,6.529771429
1,2009,14,25,8,2.63
2,2009,14,25,8,2.63
3,2009,14,25,8,2.63
4,2009,14,25,8,2.63
5,2009,14,25,8,2.63
6,2009,14,25,8,2.63
7,2009,14,25,8,2.63
8,2009,14,25,8,2.63
9,2009,14,25,8,2.63
10,2009,14,25,8,2.63
11,2009,14,25,8,2.63
12,2009,14,25,8,2.63
1,2010,14,25,8,2.63
2,2010,14,25,8,2.63
3,2010,14,25,8,2.63
4,2010,14,25,8,2.63
5,2010,14,25,8,2.63
6,2010,14,25,8,2.63
7,2010,14,25,8,2.63
8,2010,14,25,8,2.63
9,2010,14,25,8,2.63
10,2010,14,25,8,2.63
11,2010,14,25,8,2.63
12,2010,14,25,8,2.63
1,2011,14,25,8,2.63
2,2011,14,25,8,2.63
3,2011,14,25,8,2.63
4,2011,14,25,8,2.63
5,2011,14,25,8,2.63
6,2011,14,25,8,2.63
7,2011,14,25,8,2.63
8,2011,14,25,8,2.63
9,2011,14,25,8,2.63
10,2011,14,25,8,2.63
11,2011,14,25,8,2.63
12,2011,14,25,8,2.63
1,2012,14,25,8,2.63
